#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	superkingdom	phylum	class	order	family	genus	species
Tistrella mobilis KA081020-065	1110502	PRJNA76349	76349	Proteobacteria	Alphaproteobacteria	6.51298	68.058	NC_017956.1	CP003236.1	NC_017959.1,NC_017958.1,NC_017966.1,NC_017957.2	CP003240.1,CP003239.1,CP003238.1,CP003237.2	-	5	5849	5783	2012/05/25	2013/06/09	Complete	the Hong Kong University of Science and Technology	SAMN02603926	GCA_000264455.2	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Tistrella	Tistrella mobilis
Klebsiella oxytoca E718	1191061	PRJNA167370	167370	Proteobacteria	Gammaproteobacteria	6.56168	55.5213	NC_018106.1	CP003683.1	NC_021501.1,NC_018107.1	JQ314407.1,CP003684.1	-	3	6170	6023	2012/07/09	2013/07/07	Complete	National Chung Hsing University	SAMN02603642	GCA_000276705.2	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	754252	PRJEA46291	46291	Actinobacteria	Actinobacteria	2.61638	67.3	NC_014215.1	FN806773.1	-	-	-	1	2435	2326	2010/05/26	2013/08/28	Complete	I.N.R.A., French National Institute for Agricultural Research	-	GCA_000091725.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii
Providencia stuartii MRSN 2154	1157951	PRJNA88059	88059	Proteobacteria	Gammaproteobacteria	4.40211	41.3	NC_017731.1	CP003488.1	-	-	-	1	4196	4099	2012/04/18	2013/06/11	Complete	Walter Reed Army Institute of Research	SAMN02604304	GCA_000259175.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia stuartii
Spiroplasma syrphidicola EA-1	1276229	PRJNA184748	184748	Tenericutes	Mollicutes	1.10734	29.2	NC_021284.1	CP005078.1	-	-	-	1	1044	1006	2013/05/22	2014/01/30	Complete	Academia Sinica	SAMN02602969	GCA_000400955.1	REPR	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma syrphidicola
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	484021	PRJDA21069	21069	Proteobacteria	Gammaproteobacteria	5.47267	57.3928	NC_012731.1	AP006725.1	NC_006625.1	AP006726.1	-	2	5386	5262	2005/01/06	2013/06/10	Complete	National Health Research Institutes	-	GCA_000009885.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
Lactococcus lactis subsp. cremoris KW2	1295826	PRJNA189982	189982	Firmicutes	Bacilli	2.42705	35.7	NC_022369.1	CP004884.1	-	-	-	1	2353	2268	2013/09/16	2014/01/30	Complete	AgResearch, Grasslands Research Institute	SAMN02602975	GCA_000468955.1	-	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
Truepera radiovictrix DSM 17093	649638	PRJNA38371	38371	Deinococcus-Thermus	Deinococci	3.2604	68.1	NC_014221.1	CP002049.1	-	-	-	1	3046	2945	2010/05/28	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598522	GCA_000092425.1	REPR	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	Truepera radiovictrix
Coprothermobacter proteolyticus DSM 5265	309798	PRJNA30729	30729	Firmicutes	Clostridia	1.42491	44.8	NC_011295.1	CP001145.1	-	-	-	1	1541	1482	2008/09/26	2013/06/10	Complete	The J. Craig Venter Institute	SAMN02603927	GCA_000020945.1	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermodesulfobiaceae	Coprothermobacter	Coprothermobacter proteolyticus
Mycoplasma capricolum subsp. capricolum ATCC 27343	340047	PRJNA16208	16208	Tenericutes	Mollicutes	1.01002	23.8	NC_007633.1	CP000123.1	-	-	-	1	867	812	2005/12/06	2013/06/27	Complete	J. Craig Venter Institute	SAMN02603434	GCA_000012765.1	REPR	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma capricolum
Nodularia spumigena CCY9414	313624	PRJNA185469	185469	Cyanobacteria	Nostocales	5.46527	41.2	-	CP007203.1	-	-	-	1	5363	5295	2014/02/14	2014/02/14	Complete	University of Freiburg	SAMN01915661	GCA_000340565.2	-	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nodularia	Nodularia spumigena
Streptococcus oralis Uo5	927666	PRJEA60241	60241	Firmicutes	Bacilli	1.95869	41.1	NC_015291.1	FR720602.1	-	-	-	1	1989	1905	2011/03/23	2013/08/28	Complete	Nano+Bio Center, University of Kaiserslautern	-	GCA_000253155.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis
Thermotoga naphthophila RKU-10	590168	PRJNA33663	33663	Thermotogae	Thermotogae	1.80982	46.1	NC_013642.1	CP001839.1	-	-	-	1	1867	1768	2009/12/18	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598505	GCA_000025105.1	REPR	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga naphthophila
Thiomicrospira crunogena XCL-2	317025	PRJNA13018	13018	Proteobacteria	Gammaproteobacteria	2.42773	43.1	NC_007520.2	CP000109.2	-	-	-	1	2259	2196	2005/10/31	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598288	GCA_000012605.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	Thiomicrospira crunogena
Caldilinea aerophila DSM 14535 = NBRC 104270	926550	PRJDB47	82989	Chloroflexi	Caldilineae	5.14487	58.8	NC_017079.1	AP012337.1	-	-	-	1	4174	4119	2012/03/29	2013/07/06	Complete	National Institute of Technology and Evaluation	-	GCA_000281175.1	REPR	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila
Chlamydia pecorum P787	1234369	PRJNA175547	175547	Chlamydiae/Verrucomicrobia group	Chlamydiae	1.10641	41.1	NC_022441.1	CP004035.1	-	-	-	1	969	925	2013/09/24	2014/01/31	Complete	Moredun Research Institute	SAMN02603630	GCA_000470825.1	-	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum
Aerococcus urinae ACS-120-V-Col10a	866775	PRJNA51073	51073	Firmicutes	Bacilli	2.08097	41.9	NC_015278.1	CP002512.1	-	-	-	1	2024	1726	2011/03/23	2013/12/11	Complete	J. Craig Venter Institute	SAMN00100756	GCA_000193205.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinae
Rhodococcus erythropolis PR4	234621	PRJDA20395	20395	Actinobacteria	Actinobacteria	6.89554	62.2948	NC_012490.1	AP008957.1	NC_007486.1,NC_007491.1,NC_007487.1	AP008932.1,AP008931.1,AP008933.1	-	4	6511	6437	2005/10/05	2013/05/23	Complete	NITE	-	GCA_000010105.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis
Brachyspira murdochii DSM 12563	526224	PRJNA29543	29543	Spirochaetes	Spirochaetia	3.2418	27.8	NC_014150.1	CP001959.1	-	-	-	1	2894	2809	2010/05/13	2013/12/31	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00001910	GCA_000092845.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Brachyspiraceae	Brachyspira	Brachyspira murdochii
Xylella fastidiosa Temecula1	183190	PRJNA285	285	Proteobacteria	Gammaproteobacteria	2.52115	51.8011	NC_004556.1	AE009442.1	NC_004554.1	AE009443.1	-	2	2125	2036	2003/01/29	2013/05/23	Complete	Sao Paulo state (Brazil) Consortium	SAMN02603844	GCA_000007245.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa
Hippea maritima DSM 10411	760142	PRJNA48195	48195	Proteobacteria	delta/epsilon subdivisions	1.69443	37.5	NC_015318.1	CP002606.1	-	-	-	1	1779	1677	2011/03/29	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713597	GCA_000194135.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Hippea	Hippea maritima
Listeria monocytogenes WSLC1042	1457188	PRJNA236791	236791	Firmicutes	Bacilli	2.94217	38	-	CP007210.1	-	-	-	1	2945	2824	2014/02/14	2014/02/14	Complete	ETH Zurich	-	GCA_000568935.1	-	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes
Saccharomonospora viridis DSM 43017	471857	PRJNA20835	20835	Actinobacteria	Actinobacteria	4.30835	67.3	NC_013159.1	CP001683.1	-	-	-	1	3964	3828	2009/08/26	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598440	GCA_000023865.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora viridis
Campylobacter concisus 13826	360104	PRJNA17159	17159	Proteobacteria	delta/epsilon subdivisions	2.09941	39.2388	NC_009802.1	CP000792.1	NC_009796.1,NC_009795.1	CP000794.1,CP000793.1	-	3	2194	1989	2007/09/12	2013/06/07	Complete	TIGR	SAMN02604054	GCA_000017725.1	REPR	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
Borrelia miyamotoi LB-2001	1302858	PRJNA192621	192621	Spirochaetes	Spirochaetia	0.907294	28.7	NC_022079.1	CP006647.1	-	-	-	1	859	808	2013/08/12	2013/09/20	Complete	University of California Irvine	SAMN02604147	GCA_000445425.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Borrelia	Borrelia miyamotoi
Streptococcus mitis B6	365659	PRJNA16302	16302	Firmicutes	Bacilli	2.14661	40	NC_013853.1	FN568063.1	-	-	-	1	2097	2003	2010/02/16	2013/08/27	Complete	Department of Microbiology, University of Kaiserslautern	-	GCA_000027165.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis
Thermotoga neapolitana DSM 4359	309803	PRJNA21023	21023	Thermotogae	Thermotogae	1.88456	46.9	NC_011978.1	CP000916.1	-	-	-	1	1988	1937	2009/01/27	2014/01/30	Complete	Genotech Corp.	SAMN02603251	GCA_000018945.1	REPR	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana
Paenibacillus mucilaginosus K02	997761	PRJNA63845	63845	Firmicutes	Bacilli	8.8192	58.3	NC_017672.3	CP003422.2	-	-	-	1	7578	7354	2012/04/12	2013/07/14	Complete	Nanjing Normal University	SAMN02603635	GCA_000258535.2	-	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus
Candidatus Hodgkinia cicadicola Dsem	573234	PRJNA32135	32135	Proteobacteria	Alphaproteobacteria	0.143795	58.4	NC_012960.1	CP001226.1	-	-	-	1	189	169	2009/07/13	2013/06/08	Complete	University of Arizona	SAMN02604136	GCA_000021505.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	Candidatus Hodgkinia	Candidatus Hodgkinia cicadicola
Bacteriovorax marinus SJ	862908	PRJNA50431	50431	Proteobacteria	delta/epsilon subdivisions	3.43791	36.6997	NC_016620.1	FQ312005.1	NC_019100.1	HE610506.1	-	2	3292	3231	2010/07/23	2013/06/09	Complete	Wellcome Trust Sanger Institute	-	GCA_000210915.2	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax marinus
Modestobacter marinus	1144889	PRJEA82845	82845	Actinobacteria	Actinobacteria	5.57552	74.1	NC_017955.1	FO203431.1	-	-	-	1	5560	5444	2012/05/24	2013/06/11	Complete	CEA-IG Genoscope	-	GCA_000306785.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Modestobacter	Modestobacter multiseptatus
Corynebacterium vitaeruminis DSM 20294	1224164	PRJNA172966	172966	Actinobacteria	Actinobacteria	2.93178	65.5	-	CP004353.1	-	-	-	1	2645	2577	2014/02/05	2014/02/05	Complete	CeBiTec, Bielefeld University	-	GCA_000550805.1	-	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium vitaeruminis
Mycoplasma bovis Hubei-1	956483	PRJNA62195	62195	Tenericutes	Mollicutes	0.948121	29.3	NC_015725.1	CP002513.1	-	-	-	1	839	801	2011/06/27	2014/01/30	Complete	Harbin Veterinary Research Institute	SAMN02603302	GCA_000219375.1	-	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma bovis
Rhizobium tropici CIAT 899	698761	PRJNA42391	42391	Proteobacteria	Alphaproteobacteria	6.68633	59.5131	NC_020059.1	CP004015.1	NC_020060.1,NC_020061.1,NC_020062.1	CP004016.1,CP004017.1,CP004018.1	-	4	6494	6287	2013/01/03	2013/06/11	Complete	Universidad Nacional Autonoma de Mexico	SAMN02604105	GCA_000330885.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici
Sphingomonas wittichii RW1	392499	PRJNA17343	17343	Proteobacteria	Alphaproteobacteria	5.91525	67.9033	NC_009511.1	CP000699.1	NC_009508.1,NC_009507.1	CP000701.1,CP000700.1	-	3	5455	5345	2007/05/31	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598383	GCA_000016765.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii
Glaciecola psychrophila 170	1129794	PRJNA174842	174842	Proteobacteria	Gammaproteobacteria	5.41369	40.4	NC_020514.1	CP003837.1	-	-	-	1	5695	5618	2013/03/20	2014/01/30	Complete	CAS Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences	SAMN02603050	GCA_000347635.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola psychrophila
Thermoanaerobacter tengcongensis MB4	273068	PRJNA249	249	Firmicutes	Clostridia	2.68945	37.6	NC_003869.1	AE008691.1	-	-	-	1	2721	2588	2001/10/07	2014/01/30	Complete	Beijing Center.HGP	SAMN02603009	GCA_000007085.1	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus
Caldicellulosiruptor kronotskyensis 2002	632348	PRJNA52409	52409	Firmicutes	Clostridia	2.84379	35.1	NC_014720.1	CP002330.1	-	-	-	1	2643	2466	2010/11/17	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713565	GCA_000166775.1	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor kronotskyensis
Chlorobaculum parvum NCIB 8327	517417	PRJNA29213	29213	Bacteroidetes/Chlorobi group	Chlorobi	2.28925	55.8	NC_011027.1	CP001099.1	-	-	-	1	2141	2043	2008/06/27	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598460	GCA_000020505.1	REPR	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum parvum
Acidovorax citrulli AAC00-1	397945	PRJNA15708	15708	Proteobacteria	Betaproteobacteria	5.35277	68.5	NC_008752.1	CP000512.1	-	-	-	1	4858	4709	2007/01/04	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598334	GCA_000015325.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax citrulli
Gloeobacter kilaueensis JS1	1183438	PRJNA162637	162637	Cyanobacteria	Gloeobacteria	4.72479	60.5	NC_022600.1	CP003587.1	-	-	-	1	4562	4507	2013/10/28	2013/11/04	Complete	University of Hawaii at Manoa	SAMN02604186	GCA_000484535.1	REPR	Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	NA	Gloeobacter	Gloeobacter kilaueensis
Mycobacterium rhodesiae NBB3	710685	PRJNA60027	60027	Actinobacteria	Actinobacteria	6.41574	65.5	NC_016604.1	CP003169.1	-	-	-	1	6336	6147	2011/12/12	2013/07/22	Complete	JGI	SAMN02261383	GCA_000230895.3	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium rhodesiae
Rhodococcus equi 103S	685727	PRJEA41335	41335	Actinobacteria	Actinobacteria	5.04317	68.8	NC_014659.1	FN563149.1	-	-	-	1	4582	4512	2010/11/09	2013/07/06	Complete	IREC (International Rhodococcus equi Genome Consortium)	-	GCA_000196695.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Rhodococcus equi
Bdellovibrio exovorus JSS	1184267	PRJNA163339	163339	Proteobacteria	delta/epsilon subdivisions	2.65789	41.9	NC_020813.1	CP003537.1	-	-	-	1	2655	2618	2013/03/25	2013/06/11	Complete	Weizmann Institute of Science	SAMN02604325	GCA_000348725.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio exovorus
Shewanella piezotolerans WP3	225849	PRJNA17675	17675	Proteobacteria	Gammaproteobacteria	5.39648	43.3	NC_011566.1	CP000472.1	-	-	-	1	5047	4933	2008/11/13	2013/08/29	Complete	James D. Watson Institute of Genome Sciences	SAMN02603456	GCA_000014885.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella piezotolerans
Ralstonia eutropha H16	381666	PRJNA13603	13603	Proteobacteria	Betaproteobacteria	7.41668	66.3618	NC_008313.1,NC_008314.1	AM260479.1,AM260480.1	NC_005241.1	AY305378.1	-	3	6702	6626	2003/07/11	2013/06/10	Complete	Gottingen Genomics Laboratory	-	GCA_000009285.1	-	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator
Acaryochloris marina MBIC11017	329726	PRJNA12997	12997	Cyanobacteria	Oscillatoriophycideae	8.3616	46.9889	NC_009925.1	CP000828.1	NC_009929.1,NC_009926.1,NC_009930.1,NC_009927.1,NC_009928.1,NC_009933.1,NC_009934.1,NC_009931.1,NC_009932.1	CP000841.1,CP000838.1,CP000842.1,CP000839.1,CP000840.1,CP000845.1,CP000846.1,CP000843.1,CP000844.1	-	10	8571	8383	2007/10/16	2013/06/07	Complete	Washington University	SAMN02604308	GCA_000018105.1	REPR	Bacteria	Cyanobacteria	NA	Chroococcales	NA	Acaryochloris	Acaryochloris marina
Treponema brennaborense DSM 12168	906968	PRJNA53887	53887	Spirochaetes	Spirochaetia	3.05558	51.5	NC_015500.1	CP002696.1	-	-	-	1	2648	2531	2011/05/05	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713613	GCA_000212415.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema brennaborense
Pasteurella multocida subsp. multocida str. HN06	1132496	PRJNA80883	80883	Proteobacteria	Gammaproteobacteria	2.40758	40.2163	NC_017027.1	CP003313.1	NC_017035.1	CP003314.1	-	2	2361	2265	2012/03/23	2014/01/30	Complete	Huazhong Agricultural University	SAMN02603325	GCA_000255915.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida
Pseudomonas aeruginosa YL84	1448140	PRJNA234476	234476	Proteobacteria	Gammaproteobacteria	6.43344	66.4	-	CP007147.1	-	-	-	1	5938	5821	2014/01/30	2014/01/30	Complete	UNIVERSITY OF MALAYA	SAMN02641599	GCA_000524595.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
Mesotoga prima MesG1.Ag.4.2	660470	PRJNA48995	48995	Thermotogae	Thermotogae	2.97595	45.4977	NC_017934.1	CP003532.1	NC_017935.1	CP003533.1	-	2	2736	2574	2012/05/17	2013/06/09	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS086246	GCA_000147715.3	REPR	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Mesotoga	Mesotoga prima
Lysinibacillus sphaericus C3-41	444177	PRJNA19619	19619	Firmicutes	Bacilli	4.81746	37.1451	NC_010382.1	CP000817.1	NC_010381.1	CP000818.1	-	2	4972	4771	2008/02/27	2013/06/10	Complete	Wuhan Institute of Virology, Chinese Academy of Sciences	SAMN02604328	GCA_000017965.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sphaericus
Serratia proteamaculans 568	399741	PRJNA17459	17459	Proteobacteria	Gammaproteobacteria	5.49566	55.0498	NC_009832.1	CP000826.1	NC_009829.1	CP000827.1	-	2	5064	4942	2007/09/18	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598393	GCA_000018085.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia proteamaculans
Akkermansia muciniphila ATCC BAA-835	349741	PRJNA20089	20089	Chlamydiae/Verrucomicrobia group	Verrucomicrobia	2.6641	55.8	NC_010655.1	CP001071.1	-	-	-	1	2240	2138	2008/05/05	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00138213	GCA_000020225.1	REPR	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	Akkermansia muciniphila
Caldicellulosiruptor bescii DSM 6725	521460	PRJNA29407	29407	Firmicutes	Clostridia	2.93166	35.2189	NC_012034.1	CP001393.1	NC_012037.1,NC_012036.1	CP001395.1,CP001394.1	-	3	2836	2666	2009/02/04	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598462	GCA_000022325.1	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor bescii
Prevotella intermedia 17	246198	PRJNA175	175	Bacteroidetes/Chlorobi group	Bacteroidetes	2.69944	43.465	NC_017860.1,NC_017861.1	CP003502.1,CP003503.1	-	-	-	2	2460	2266	2012/05/04	2013/06/11	Complete	TIGR	SAMN02603988	GCA_000261025.1	REPR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia
Macrococcus caseolyticus JCSC5402	458233	PRJDA20209	20209	Firmicutes	Bacilli	2.21974	36.5846	NC_011999.1	AP009484.1	NC_012003.1,NC_011997.1,NC_011995.1,NC_012000.1,NC_011998.1,NC_011996.1,NC_012002.1,NC_012001.1	AP009492.1,AP009487.1,AP009485.1,AP009489.1,AP009488.1,AP009486.1,AP009491.1,AP009490.1	-	9	2114	2053	2009/01/29	2013/06/07	Complete	Juntendo University School of Medicine	-	GCA_000010585.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus caseolyticus
Enterobacter lignolyticus SCF1	701347	PRJNA53533	53533	Proteobacteria	Gammaproteobacteria	4.81405	57	NC_014618.1	CP002272.1	-	-	-	1	4557	4399	2010/10/15	2013/07/06	Complete	US DOE Joint Genome Institute	SRS118287	GCA_000164865.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter lignolyticus
Chloroflexus aurantiacus J-10-fl	324602	PRJNA59	59	Chloroflexi	Chloroflexi	5.25854	56.7	NC_010175.1	CP000909.1	-	-	-	1	3990	3853	2007/12/20	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598539	GCA_000018865.1	REFR	Bacteria	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus
Methylotenera versatilis 301	666681	PRJNA39983	39983	Proteobacteria	Betaproteobacteria	3.05987	42.6	NC_014207.1	CP002056.1	-	-	-	1	2858	2764	2010/06/01	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598526	GCA_000093025.1	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	Methylotenera versatilis
Cytophaga hutchinsonii ATCC 33406	269798	PRJNA54	54	Bacteroidetes/Chlorobi group	Bacteroidetes	4.43322	38.8	NC_008255.1	CP000383.1	-	-	-	1	3837	3785	2006/07/11	2014/01/28	Complete	DOE Joint Genome Institute	SAMN02598536	GCA_000014145.1	REPR	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii
